"id","submitdate","lastpage","startlanguage","seed","G01Q18","proceed","second","G01Q01[SQ001]","G01Q01[SQ002]","G01Q02","G01Q03[SQ001]","G01Q03[SQ002]","G01Q03[SQ005]","G01Q03[SQ003]","G01Q03[SQ006]","G01Q04","G01Q05","G01Q06","G03Q20","G01Q32","G03Q13","G02Q10[SQ001]","G02Q10[SQ002]","G02Q10[SQ003]","G02Q10[SQ004]","G02Q10[SQ005]","G02Q10[SQ008]","G02Q10[SQ006]","G02Q10[SQ007]","G03Q12[SQ001]","G03Q12[SQ005]","G03Q12[SQ002]","G03Q12[SQ003]","G03Q12[SQ004]","G05Q16[SQ001]","G05Q16[SQ002]","G05Q16[SQ007]","G05Q16[SQ008]","G05Q16[SQ003]","G05Q16[SQ004]","G05Q16[SQ006]","G04Q14[SQ001]","G04Q14[SQ002]","G04Q14[SQ003]","G04Q14[SQ004]","G04Q14[SQ005]","G04Q14[SQ007]","G04Q14[SQ006]","G05Q19","G04Q17[SQ001][1]","G04Q17[SQ001][2]","G04Q17[SQ002][1]","G04Q17[SQ002][2]","G04Q17[SQ003][1]","G04Q17[SQ003][2]","G04Q17[SQ004][1]","G04Q17[SQ004][2]","G04Q17[SQ005][1]","G04Q17[SQ005][2]","G04Q17[SQ006][1]","G04Q17[SQ006][2]","G04Q17[SQ007][1]","G04Q17[SQ007][2]","G04Q17[SQ008][1]","G04Q17[SQ008][2]","G04Q17[SQ009][1]","G04Q17[SQ009][2]","G04Q17[SQ010][1]","G04Q17[SQ010][2]","G04Q17[SQ011][1]","G04Q17[SQ011][2]","G04Q17[SQ012][1]","G04Q17[SQ012][2]","G04Q17[SQ013][1]","G04Q17[SQ013][2]","G04Q17[SQ014][1]","G04Q17[SQ014][2]","G06Q17","G06Q17[other]","G07Q20","G01Q21[SQ001]","G01Q21[SQ002]","G01Q21[SQ003]","G01Q21[SQ004]","G01Q21[SQ005]","G01Q21[SQ007]"
"111","1980-01-01 00:00:00","6","en","1654252624","","Yes","No","Yes","No","More than 20 hours","No","No","Yes","No","No","Passive Participant (Reading posts, Attending Events, ...)","No","Yes, I strongly identify as a gamer.","Controller","Silver-Gold","","3 (Mild)","1 (Not Severe at All)","4 (Moderate)","5 (Severe)","5 (Severe)","4 (Moderate)","2 (Very Mild)","5 (Severe)","Strongly agree","Agree","Neutral","Disagree","Neutral","Always","Always","Never","Never","Always","Always","Rarely","Strongly disagree","Strongly agree","Agree","Strongly agree","Strongly disagree","Neutral","Agree","","1 (Not Severe at All)","Real","3 (Mild)","Real","5 (Severe)","Not Real","6 (Very Severe)","Real","2 (Very Mild)","Real","","","4 (Moderate)","Real","2 (Very Mild)","Real","5 (Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","6 (Very Severe)","Real","5 (Severe)","Real","2 (Very Mild)","Real","Male","","Under 18 years old","No","No","No","Yes","No","No"
"112","1980-01-01 00:00:00","6","en","1912806522","","Yes","No","Yes","No","5 to 10 hours","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","No","No, I don't identify as a gamer, even though I play games.","Initiator","Silver-Gold","","7 (Extremely Severe)","6 (Very Severe)","7 (Extremely Severe)","7 (Extremely Severe)","5 (Severe)","5 (Severe)","7 (Extremely Severe)","5 (Severe)","Disagree","Agree","Neutral","Disagree","Agree","Often","Always","Often","Rarely","Often","Sometimes","Never","Strongly disagree","Agree","Agree","Disagree","Neutral","Neutral","Agree","","7 (Extremely Severe)","Real","5 (Severe)","Real","7 (Extremely Severe)","Real","6 (Very Severe)","Real","6 (Very Severe)","Real","4 (Moderate)","Real","5 (Severe)","Real","7 (Extremely Severe)","Not Real","7 (Extremely Severe)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","6 (Very Severe)","Real","5 (Severe)","Real","Male","","18 - 25 years old","No","No","No","Yes","No","No"
"114","1980-01-01 00:00:00","6","en","337097094","","Yes","No","Yes","No","10 to 20 hours","No","No","No","No","Yes","Not involved (""just"" playing)","Yes","Yes, I strongly identify as a gamer.","Controller","Platinum-Diamond","","7 (Extremely Severe)","7 (Extremely Severe)","6 (Very Severe)","6 (Very Severe)","5 (Severe)","5 (Severe)","7 (Extremely Severe)","5 (Severe)","Disagree","Strongly agree","Strongly agree","Disagree","Strongly agree","Always","Always","Often","Rarely","Often","Often","Sometimes","Strongly disagree","Disagree","Strongly agree","Strongly disagree","Agree","Agree","Disagree","","3 (Mild)","Real","3 (Mild)","Real","4 (Moderate)","Not Real","5 (Severe)","Real","4 (Moderate)","Real","2 (Very Mild)","Real","4 (Moderate)","Real","6 (Very Severe)","Not Real","5 (Severe)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","6 (Very Severe)","Real","5 (Severe)","Real","4 (Moderate)","Real","Female","","18 - 25 years old","Yes","No","No","No","No","No"
"115","1980-01-01 00:00:00","6","en","1817733033","","Yes","No","Yes","No","More than 20 hours","No","No","Yes","Yes","No","Passive Participant (Reading posts, Attending Events, ...)","No","Yes, I strongly identify as a gamer.","Duelist","Iron-Bronze","","6 (Very Severe)","4 (Moderate)","7 (Extremely Severe)","7 (Extremely Severe)","4 (Moderate)","3 (Mild)","5 (Severe)","7 (Extremely Severe)","Disagree","Strongly agree","Neutral","Strongly disagree","Neutral","Always","Always","Always","Always","Always","Always","Always","Strongly disagree","Neutral","Strongly agree","Disagree","Agree","Neutral","Agree","","3 (Mild)","Real","5 (Severe)","Real","4 (Moderate)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","4 (Moderate)","Real","7 (Extremely Severe)","Not Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","4 (Moderate)","Real","5 (Severe)","Real","Male","","Over 35 years old","No","No","No","Yes","No","No"
"116","1980-01-01 00:00:00","6","en","226960211","","Yes","No","Yes","No","More than 20 hours","No","No","No","No","Yes","Not involved (""just"" playing)","No","Yes, I strongly identify as a gamer.","Duelist","Silver-Gold","","5 (Severe)","4 (Moderate)","6 (Very Severe)","5 (Severe)","4 (Moderate)","6 (Very Severe)","2 (Very Mild)","4 (Moderate)","Agree","Neutral","Neutral","Neutral","Strongly agree","Sometimes","Always","Rarely","Never","Sometimes","Rarely","Never","Strongly disagree","Strongly disagree","Strongly agree","Disagree","Neutral","Strongly agree","Strongly disagree","","3 (Mild)","Real","3 (Mild)","Real","5 (Severe)","Real","5 (Severe)","Real","4 (Moderate)","Real","4 (Moderate)","Real","3 (Mild)","Real","6 (Very Severe)","Real","6 (Very Severe)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","6 (Very Severe)","Real","4 (Moderate)","Real","4 (Moderate)","Real","Male","","Under 18 years old","No","No","No","Yes","No","No"
"118","1980-01-01 00:00:00","6","en","1351863307","","Yes","No","Yes","No","10 to 20 hours","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","No","Somewhat, I identify as a gamer in certain contexts.","Duelist","Ascendant-Immortal1","","4 (Moderate)","2 (Very Mild)","5 (Severe)","6 (Very Severe)","5 (Severe)","7 (Extremely Severe)","1 (Not Severe at All)","5 (Severe)","Agree","Strongly agree","Agree","Disagree","Strongly agree","Always","Always","Always","Always","Always","Always","Rarely","Strongly disagree","Disagree","Agree","Disagree","Agree","Agree","Disagree","","4 (Moderate)","Real","5 (Severe)","Real","5 (Severe)","Real","6 (Very Severe)","Real","5 (Severe)","Real","5 (Severe)","Real","6 (Very Severe)","Real","5 (Severe)","Not Real","5 (Severe)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","6 (Very Severe)","Real","Female","","18 - 25 years old","Yes","No","No","No","No","No"
"123","1980-01-01 00:00:00","6","en","1280472537","","Yes","No","Yes","No","10 to 20 hours","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","No","Yes, I strongly identify as a gamer.","Sentinel","Silver-Gold","","2 (Very Mild)","2 (Very Mild)","6 (Very Severe)","6 (Very Severe)","5 (Severe)","5 (Severe)","3 (Mild)","3 (Mild)","Neutral","Strongly agree","Agree","Neutral","Agree","Always","Always","Often","Sometimes","Often","Sometimes","Never","Strongly disagree","Neutral","Agree","Disagree","Neutral","Agree","Agree","","2 (Very Mild)","Real","4 (Moderate)","Not Real","5 (Severe)","Not Real","5 (Severe)","Real","4 (Moderate)","Not Real","4 (Moderate)","Real","4 (Moderate)","Real","5 (Severe)","Real","5 (Severe)","Not Real","7 (Extremely Severe)","Not Real","7 (Extremely Severe)","Not Real","4 (Moderate)","Real","5 (Severe)","Real","4 (Moderate)","Real","Male","","Under 18 years old","No","No","No","Yes","No","No"
"125","1980-01-01 00:00:00","6","en","860647799","","Yes","No","Yes","No","10 to 20 hours","No","No","No","Yes","No","Not involved (""just"" playing)","No","Yes, I strongly identify as a gamer.","Initiator","I don't play ranked.","","2 (Very Mild)","2 (Very Mild)","5 (Severe)","2 (Very Mild)","4 (Moderate)","1 (Not Severe at All)","7 (Extremely Severe)","2 (Very Mild)","Disagree","Neutral","Disagree","Agree","Strongly agree","Often","Often","Always","Always","Always","Always","Never","Strongly disagree","Neutral","Agree","Disagree","Neutral","Neutral","Disagree","","1 (Not Severe at All)","Real","1 (Not Severe at All)","Not Real","3 (Mild)","Not Real","4 (Moderate)","Real","2 (Very Mild)","Real","4 (Moderate)","Real","4 (Moderate)","Real","5 (Severe)","Real","4 (Moderate)","Not Real","6 (Very Severe)","Not Real","5 (Severe)","Real","4 (Moderate)","Real","2 (Very Mild)","Real","2 (Very Mild)","Real","","","25 - 35 years old","No","No","No","Yes","No","No"
"127","1980-01-01 00:00:00","6","en","52896046","","Yes","No","Yes","No","More than 20 hours","No","No","Yes","No","No","Passive Participant (Reading posts, Attending Events, ...)","No","Yes, I strongly identify as a gamer.","Initiator","Ascendant-Immortal1","","6 (Very Severe)","6 (Very Severe)","6 (Very Severe)","7 (Extremely Severe)","6 (Very Severe)","6 (Very Severe)","7 (Extremely Severe)","5 (Severe)","Strongly agree","Strongly agree","Strongly disagree","Neutral","Neutral","Never","Often","Never","Never","Rarely","Rarely","Never","Strongly disagree","Neutral","Agree","Neutral","Strongly disagree","Agree","Neutral","","1 (Not Severe at All)","Real","3 (Mild)","Real","3 (Mild)","Real","4 (Moderate)","Real","3 (Mild)","Real","3 (Mild)","Real","2 (Very Mild)","Real","3 (Mild)","Not Real","4 (Moderate)","Real","4 (Moderate)","Real","7 (Extremely Severe)","Real","4 (Moderate)","Real","1 (Not Severe at All)","Real","3 (Mild)","Real","Male","","18 - 25 years old","Yes","No","No","No","No","No"
"128","1980-01-01 00:00:00","6","en","1227848670","","Yes","No","Yes","No","10 to 20 hours","No","No","No","No","Yes","Active Participant (Posting, Organizing Events, Moderating Communities, ...)","No","Yes, I strongly identify as a gamer.","Initiator","Silver-Gold","","6 (Very Severe)","5 (Severe)","7 (Extremely Severe)","5 (Severe)","5 (Severe)","5 (Severe)","7 (Extremely Severe)","4 (Moderate)","Neutral","Strongly agree","Neutral","Disagree","Agree","Always","Always","Rarely","Rarely","Sometimes","Sometimes","Never","Disagree","Agree","Agree","Neutral","Neutral","Strongly agree","Disagree","","2 (Very Mild)","","5 (Severe)","","4 (Moderate)","","7 (Extremely Severe)","","4 (Moderate)","","3 (Mild)","","3 (Mild)","","5 (Severe)","","4 (Moderate)","","7 (Extremely Severe)","","7 (Extremely Severe)","","5 (Severe)","","5 (Severe)","","4 (Moderate)","","Male","","18 - 25 years old","No","No","No","Yes","No","No"
"129","1980-01-01 00:00:00","6","en","376730414","","Yes","No","Yes","No","10 to 20 hours","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","No","Somewhat, I identify as a gamer in certain contexts.","Sentinel","Silver-Gold","","5 (Severe)","6 (Very Severe)","6 (Very Severe)","7 (Extremely Severe)","5 (Severe)","5 (Severe)","7 (Extremely Severe)","5 (Severe)","Neutral","Strongly agree","Agree","Neutral","Agree","Always","Often","Never","Never","Often","Rarely","Never","Strongly disagree","Agree","Agree","Disagree","Neutral","Neutral","Agree","","3 (Mild)","Real","5 (Severe)","Real","5 (Severe)","Real","5 (Severe)","Real","3 (Mild)","Real","4 (Moderate)","Real","4 (Moderate)","Real","5 (Severe)","Real","4 (Moderate)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","2 (Very Mild)","Real","3 (Mild)","Real","Female","","18 - 25 years old","No","No","No","Yes","No","No"
"130","1980-01-01 00:00:00","6","en","150021597","","Yes","No","Yes","No","5 to 10 hours","No","No","No","No","Yes","Active Participant (Posting, Organizing Events, Moderating Communities, ...)","No","Yes, I strongly identify as a gamer.","Duelist","Ascendant-Immortal1","","1 (Not Severe at All)","1 (Not Severe at All)","2 (Very Mild)","2 (Very Mild)","4 (Moderate)","2 (Very Mild)","2 (Very Mild)","2 (Very Mild)","Neutral","Neutral","Neutral","Neutral","Neutral","Never","Never","Never","Never","Rarely","Rarely","Rarely","Strongly disagree","Agree","Disagree","Agree","Strongly disagree","Neutral","Agree","","1 (Not Severe at All)","Real","3 (Mild)","Real","3 (Mild)","Real","4 (Moderate)","Real","2 (Very Mild)","Real","3 (Mild)","Real","2 (Very Mild)","Real","3 (Mild)","Real","3 (Mild)","Real","5 (Severe)","Not Real","7 (Extremely Severe)","Real","3 (Mild)","Real","1 (Not Severe at All)","Real","1 (Not Severe at All)","Real","Male","","18 - 25 years old","No","No","No","Yes","No","No"
"131","1980-01-01 00:00:00","6","en","833008072","","Yes","No","Yes","No","More than 20 hours","No","No","No","No","Yes","Not involved (""just"" playing)","No","Somewhat, I identify as a gamer in certain contexts.","Sentinel","Platinum-Diamond","","3 (Mild)","3 (Mild)","7 (Extremely Severe)","6 (Very Severe)","3 (Mild)","3 (Mild)","7 (Extremely Severe)","4 (Moderate)","Neutral","Neutral","Disagree","Neutral","Disagree","Sometimes","Sometimes","Rarely","Rarely","Sometimes","Sometimes","Rarely","Neutral","Neutral","Disagree","Agree","Disagree","Neutral","Agree","","1 (Not Severe at All)","Real","2 (Very Mild)","Real","3 (Mild)","Real","4 (Moderate)","Real","3 (Mild)","Real","1 (Not Severe at All)","Not Real","2 (Very Mild)","Real","4 (Moderate)","Real","4 (Moderate)","Real","5 (Severe)","Real","6 (Very Severe)","Real","4 (Moderate)","Real","3 (Mild)","Real","3 (Mild)","Real","Male","","18 - 25 years old","Yes","No","No","No","No","No"
"132","1980-01-01 00:00:00","6","en","2141401758","","Yes","No","Yes","No","10 to 20 hours","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","No","Yes, I strongly identify as a gamer.","Sentinel","Silver-Gold","","3 (Mild)","5 (Severe)","6 (Very Severe)","7 (Extremely Severe)","5 (Severe)","4 (Moderate)","7 (Extremely Severe)","5 (Severe)","Neutral","Strongly agree","Disagree","Disagree","Agree","Often","Often","Often","Often","Often","Often","Often","Strongly disagree","Disagree","Agree","Disagree","Agree","Agree","Neutral","","3 (Mild)","Real","4 (Moderate)","Real","4 (Moderate)","Real","6 (Very Severe)","Real","4 (Moderate)","Real","4 (Moderate)","Real","4 (Moderate)","Real","4 (Moderate)","Real","4 (Moderate)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","4 (Moderate)","Real","4 (Moderate)","Real","5 (Severe)","Real","Non-binary","","Under 18 years old","No","No","No","Yes","No","No"
"133","1980-01-01 00:00:00","6","en","1746788992","","Yes","No","Yes","No","Less than 5 hours","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","No","Somewhat, I identify as a gamer in certain contexts.","Initiator","Iron-Bronze","","5 (Severe)","6 (Very Severe)","6 (Very Severe)","7 (Extremely Severe)","4 (Moderate)","7 (Extremely Severe)","7 (Extremely Severe)","4 (Moderate)","Neutral","Strongly agree","Strongly agree","Neutral","Strongly agree","Always","Always","Often","Sometimes","","Often","Sometimes","Strongly disagree","Disagree","Agree","Strongly disagree","Strongly agree","Agree","Disagree","","4 (Moderate)","Real","6 (Very Severe)","Real","6 (Very Severe)","Real","5 (Severe)","Real","4 (Moderate)","Real","5 (Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","","5 (Severe)","Real","5 (Severe)","Real","5 (Severe)","Real","Female","","18 - 25 years old","No","No","No","Yes","No","No"
"134","1980-01-01 00:00:00","6","en","1631933749","","Yes","No","Yes","No","Less than 5 hours","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","No","Somewhat, I identify as a gamer in certain contexts.","Controller","I don't play ranked.","","4 (Moderate)","4 (Moderate)","5 (Severe)","5 (Severe)","3 (Mild)","4 (Moderate)","5 (Severe)","3 (Mild)","Neutral","Agree","Disagree","Neutral","Neutral","Often","Often","Rarely","Rarely","Often","Often","Sometimes","Strongly disagree","Agree","Neutral","Neutral","Neutral","Agree","Disagree","","3 (Mild)","Real","3 (Mild)","Real","3 (Mild)","Real","6 (Very Severe)","Real","3 (Mild)","Real","3 (Mild)","Real","2 (Very Mild)","Real","6 (Very Severe)","Real","5 (Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","6 (Very Severe)","Real","3 (Mild)","Real","2 (Very Mild)","Real","Male","","18 - 25 years old","No","No","No","Yes","No","No"
"135","1980-01-01 00:00:00","6","en","1259653759","","Yes","No","Yes","No","More than 20 hours","Yes","No","No","No","No","Passive Participant (Reading posts, Attending Events, ...)","No","Yes, I strongly identify as a gamer.","Controller","Silver-Gold","","6 (Very Severe)","7 (Extremely Severe)","5 (Severe)","6 (Very Severe)","4 (Moderate)","6 (Very Severe)","7 (Extremely Severe)","3 (Mild)","Strongly agree","Strongly agree","Strongly disagree","Disagree","Strongly agree","Sometimes","Sometimes","Often","Often","Often","Often","Rarely","Strongly disagree","Strongly agree","Strongly disagree","Disagree","Strongly disagree","Agree","Disagree","","4 (Moderate)","Real","4 (Moderate)","Real","5 (Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","3 (Mild)","Real","5 (Severe)","Real","5 (Severe)","Real","5 (Severe)","Not Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Not Real","3 (Mild)","Real","4 (Moderate)","Real","Male","","18 - 25 years old","Yes","No","No","No","No","No"
"137","1980-01-01 00:00:00","6","en","1584925024","","Yes","No","Yes","No","10 to 20 hours","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","No","Yes, I strongly identify as a gamer.","Controller","Silver-Gold","","4 (Moderate)","2 (Very Mild)","6 (Very Severe)","5 (Severe)","6 (Very Severe)","7 (Extremely Severe)","2 (Very Mild)","6 (Very Severe)","Agree","Strongly agree","Disagree","Disagree","Disagree","Always","Always","Never","Never","Often","Rarely","Never","Strongly disagree","Agree","Strongly agree","Strongly disagree","Disagree","Agree","Neutral","","4 (Moderate)","Real","4 (Moderate)","Real","5 (Severe)","Real","3 (Mild)","Real","5 (Severe)","Real","2 (Very Mild)","Real","5 (Severe)","Real","6 (Very Severe)","Real","4 (Moderate)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","5 (Severe)","Real","3 (Mild)","Real","Male","","18 - 25 years old","Yes","No","No","No","No","No"
"139","1980-01-01 00:00:00","6","en","311420624","","Yes","No","Yes","No","5 to 10 hours","Yes","No","Yes","No","No","Passive Participant (Reading posts, Attending Events, ...)","No","Somewhat, I identify as a gamer in certain contexts.","Duelist","Platinum-Diamond","","2 (Very Mild)","2 (Very Mild)","5 (Severe)","5 (Severe)","5 (Severe)","5 (Severe)","2 (Very Mild)","4 (Moderate)","Neutral","Strongly agree","Neutral","Disagree","Disagree","Rarely","Often","Rarely","Rarely","Often","Sometimes","Never","Strongly disagree","Agree","Agree","Agree","Disagree","Disagree","Agree","","4 (Moderate)","Real","4 (Moderate)","Real","6 (Very Severe)","Real","5 (Severe)","Real","5 (Severe)","Real","5 (Severe)","Real","4 (Moderate)","Real","6 (Very Severe)","Real","5 (Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","3 (Mild)","Not Real","4 (Moderate)","Real","Male","","18 - 25 years old","No","No","No","Yes","No","No"
"142","1980-01-01 00:00:00","6","en","1889441713","","Yes","No","Yes","No","Less than 5 hours","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","Yes","Somewhat, I identify as a gamer in certain contexts.","Duelist","Silver-Gold","","3 (Mild)","3 (Mild)","5 (Severe)","5 (Severe)","5 (Severe)","5 (Severe)","3 (Mild)","3 (Mild)","Agree","Agree","Neutral","Neutral","Strongly agree","Always","Always","Sometimes","Rarely","Always","Often","Rarely","Strongly disagree","Neutral","Agree","Disagree","Neutral","Agree","Agree","","5 (Severe)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Not Real","5 (Severe)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","6 (Very Severe)","Real","4 (Moderate)","Real","5 (Severe)","Real","Female","","Under 18 years old","No","No","No","Yes","No","No"
"145","1980-01-01 00:00:00","6","en","1466381339","","Yes","No","Yes","No","10 to 20 hours","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","No","Somewhat, I identify as a gamer in certain contexts.","Controller","Immortal2-Immortal3","","4 (Moderate)","4 (Moderate)","5 (Severe)","6 (Very Severe)","4 (Moderate)","3 (Mild)","6 (Very Severe)","2 (Very Mild)","Agree","Neutral","Strongly disagree","Neutral","Neutral","Sometimes","Often","Never","Never","Never","Never","","Neutral","Agree","Disagree","Agree","Strongly disagree","Agree","Strongly agree","","1 (Not Severe at All)","Real","1 (Not Severe at All)","Real","4 (Moderate)","Real","3 (Mild)","Real","1 (Not Severe at All)","Real","1 (Not Severe at All)","Real","2 (Very Mild)","Real","5 (Severe)","","3 (Mild)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","2 (Very Mild)","Real","1 (Not Severe at All)","Real","2 (Very Mild)","Real","Male","","25 - 35 years old","No","No","No","Yes","No","No"
"146","1980-01-01 00:00:00","6","en","1328591007","","Yes","No","Yes","No","10 to 20 hours","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","Yes","Yes, I strongly identify as a gamer.","Initiator","Platinum-Diamond","","5 (Severe)","5 (Severe)","4 (Moderate)","5 (Severe)","4 (Moderate)","5 (Severe)","7 (Extremely Severe)","3 (Mild)","Agree","Neutral","Strongly disagree","Neutral","Disagree","Rarely","Always","Never","Never","Rarely","Rarely","Never","Disagree","Neutral","Disagree","Agree","Disagree","Neutral","Strongly agree","","1 (Not Severe at All)","Real","2 (Very Mild)","Real","3 (Mild)","Real","5 (Severe)","Real","4 (Moderate)","Real","2 (Very Mild)","Real","2 (Very Mild)","Real","3 (Mild)","Real","2 (Very Mild)","Real","5 (Severe)","Real","7 (Extremely Severe)","Real","3 (Mild)","Real","2 (Very Mild)","Real","2 (Very Mild)","Real","Male","","25 - 35 years old","Yes","No","No","No","No","No"
"147","1980-01-01 00:00:00","6","en","1550011381","","Yes","No","Yes","No","5 to 10 hours","Yes","No","No","No","No","Passive Participant (Reading posts, Attending Events, ...)","Yes","Somewhat, I identify as a gamer in certain contexts.","Sentinel","Platinum-Diamond","","5 (Severe)","3 (Mild)","7 (Extremely Severe)","7 (Extremely Severe)","6 (Very Severe)","7 (Extremely Severe)","5 (Severe)","7 (Extremely Severe)","Strongly disagree","Strongly agree","Agree","Disagree","Strongly agree","Always","Always","Often","Often","Often","Often","Often","Strongly disagree","Neutral","Agree","Disagree","Agree","Agree","Disagree","","2 (Very Mild)","Real","4 (Moderate)","Real","4 (Moderate)","Real","6 (Very Severe)","Real","3 (Mild)","Real","5 (Severe)","Real","3 (Mild)","Real","3 (Mild)","Real","4 (Moderate)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","3 (Mild)","Real","4 (Moderate)","Real","Female","","18 - 25 years old","No","No","No","Yes","No","No"
"150","1980-01-01 00:00:00","6","en","947671585","","Yes","No","No","Yes","5 to 10 hours","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","No","Yes, I strongly identify as a gamer.","Initiator","I don't play ranked.","","7 (Extremely Severe)","7 (Extremely Severe)","3 (Mild)","5 (Severe)","2 (Very Mild)","5 (Severe)","7 (Extremely Severe)","1 (Not Severe at All)","Agree","Neutral","Strongly disagree","Neutral","Neutral","Rarely","Often","Never","Never","Often","Often","Rarely","Disagree","Agree","Strongly agree","Disagree","Disagree","Disagree","Agree","","1 (Not Severe at All)","Not Real","2 (Very Mild)","Real","4 (Moderate)","Real","5 (Severe)","Real","2 (Very Mild)","Real","4 (Moderate)","Not Real","","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","4 (Moderate)","Real","2 (Very Mild)","Not Real","2 (Very Mild)","Real","Male","","","No","No","No","Yes","No","No"
"153","1980-01-01 00:00:00","6","en","812701731","","Yes","No","Yes","No","10 to 20 hours","No","No","No","No","Yes","Not involved (""just"" playing)","No","No, I don't identify as a gamer, even though I play games.","Initiator","Silver-Gold","","6 (Very Severe)","4 (Moderate)","4 (Moderate)","4 (Moderate)","5 (Severe)","3 (Mild)","7 (Extremely Severe)","4 (Moderate)","Disagree","Disagree","Agree","Neutral","Strongly agree","Rarely","Rarely","Never","Rarely","Rarely","Rarely","Never","Disagree","Agree","Disagree","Agree","Strongly disagree","Agree","Agree","","1 (Not Severe at All)","Real","3 (Mild)","Real","3 (Mild)","Real","3 (Mild)","Not Real","2 (Very Mild)","Real","2 (Very Mild)","Not Real","2 (Very Mild)","Real","2 (Very Mild)","Real","3 (Mild)","Real","3 (Mild)","Real","4 (Moderate)","Not Real","3 (Mild)","Real","1 (Not Severe at All)","Real","2 (Very Mild)","Real","Male","","18 - 25 years old","No","No","No","Yes","No","No"
"154","1980-01-01 00:00:00","6","en","540903579","","Yes","No","Yes","No","More than 20 hours","No","No","Yes","Yes","No","Passive Participant (Reading posts, Attending Events, ...)","No","Somewhat, I identify as a gamer in certain contexts.","Initiator","I don't play ranked.","","3 (Mild)","3 (Mild)","4 (Moderate)","5 (Severe)","4 (Moderate)","6 (Very Severe)","1 (Not Severe at All)","4 (Moderate)","Agree","Strongly agree","Neutral","Strongly disagree","Strongly agree","Often","Always","Sometimes","Sometimes","Always","Always","Never","Strongly disagree","Neutral","Strongly agree","Strongly disagree","Agree","Disagree","Agree","","3 (Mild)","Real","3 (Mild)","Real","4 (Moderate)","Not Real","6 (Very Severe)","Real","5 (Severe)","Real","4 (Moderate)","Real","4 (Moderate)","Real","3 (Mild)","Not Real","5 (Severe)","Real","6 (Very Severe)","Not Real","7 (Extremely Severe)","Real","4 (Moderate)","Real","4 (Moderate)","Real","4 (Moderate)","Real","Female","","18 - 25 years old","Yes","No","No","No","No","No"
